checkpoint,f1_t,f1_e,loss_t,loss_e
bert-base-cased,0.8113152312390168,0.8395811583637691,0.6884557473358144,0.5820709758534514
bert-base-uncased,0.8106008445589049,0.8386065418515101,0.6878917071972123,0.5704076407027656
