checkpoint,f1_t,f1_e,loss_t,loss_e
bert-large-cased,0.8106251879202588,0.8370572932077314,0.6884654290722997,0.5825028639158298
bert-large-uncased,0.8095146964575551,0.8368206102974688,0.7052898435673626,0.5938833225732563
