checkpoint,f1_t,f1_e,loss_t,loss_e
neuralmind/bert-base-portuguese-cased,0.8141314824068118,0.815738736139888,0.6663144614330595,0.6614542535684081
neuralmind/bert-large-portuguese-cased,0.812498619010651,0.815977544247785,0.6912298107689078,0.6597505442425228
