checkpoint,f1_t,f1_e,loss_t,loss_e
bert-base-uncased,0.807418046747966,0.8127241101136541,0.6993756038693291,0.6620423011900334
bert-large-uncased,0.8070428290537472,0.8125583684423137,0.7080935852200676,0.6643940511257582
